,Date,Negative,Neutral,News Outlet,Positive,Text,Tweet Polarity,Tweets Ago
230,Wed Aug 01 21:54:19 +0000 2018,0.902,0.098,CNN,0.0,RT @GailWalden6: @CNN Jupiter cannot be in Florida as it is not on Earth please check facts before posting,-0.2411,21
231,Wed Aug 01 21:54:18 +0000 2018,0.816,0.0,CNN,0.184,"RT @CNN: When he noticed a teen with autism was interested in what he was doing, this grocery store worker let him help stock shelves for h…",0.6597,22
232,Wed Aug 01 21:54:18 +0000 2018,0.793,0.147,CNN,0.06,RT @CurtisHouck: .@CNN is straight up lying to you if any of its people ever say they don't want to be the story. Jim @Acosta is chief exam…,-0.4063,23
233,Wed Aug 01 21:54:17 +0000 2018,0.89,0.11,CNN,0.0,@glennbeck @CNN I hate to say it but crossed that line as well... I don't listen to you anymore because of it.,-0.3291,24
234,Wed Aug 01 21:54:17 +0000 2018,0.784,0.102,CNN,0.114,"RT @ZibaLady1: #CNNSucks 
@PressSec was asked if @POTUS was going to condemn Trump supporters for heckling #JimAcosta of @CNN 
""This is a t…",0.0772,25
235,Wed Aug 01 21:54:16 +0000 2018,0.673,0.224,CNN,0.103,@CNN I'm sure this was used in a student dorm murder plot in CSI. Watch more TV people!,-0.5707,26
236,Wed Aug 01 21:54:16 +0000 2018,0.882,0.0,CNN,0.118,"RT @KrisParonto: Whoops 😬..... ⁦@BarackObama⁩ #LiarInChief .... 
he got a little help though, ain’t that right ⁦@JohnBrennan⁩ ⁦@Comey⁩ &amp; #J…",0.3415,27
237,Wed Aug 01 21:54:16 +0000 2018,0.672,0.328,CNN,0.0,@CNNSitRoom @CNN As if castration no balls @JoaquinCastrotx would say no.,-0.5267,28
238,Wed Aug 01 21:54:14 +0000 2018,0.782,0.218,CNN,0.0,"RT @aaarrroonn: @CNN Real question.....
If @Acosta was threatened and felt his life was in danger at a Trump rally in FL would he be legall…",-0.7506,29
239,Wed Aug 01 21:54:14 +0000 2018,1.0,0.0,CNN,0.0,@JennyKnafelman @bigtime_ukfan @luvlindy @Fatboy1999 @Acosta @realDonaldTrump @CNN @JennyKnafelman ❤️🇷🇺,0.0,30
240,Wed Aug 01 21:54:14 +0000 2018,0.67,0.1,CNN,0.23,RT @HappyPreppers: @MarkDice BIASED MEDIA ALERT! Just for fun I was watching @MSNBC's take on @CNN's JIm Acosta and they said they couldn't…,0.5707,31
241,Wed Aug 01 21:54:13 +0000 2018,0.868,0.0,CNN,0.132,RT @KrisParonto: Only liberalists would use children to push their anti-gun  agendas while still supporting late term abortions and pedophi…,0.4404,32
242,Wed Aug 01 21:54:13 +0000 2018,0.777,0.124,CNN,0.099,RT @PaulStanleyLive: JOURNALISTS And The Media Are NOT The Enemy Of The People. Without the opportunity to hear all points of view we can't…,-0.1779,33
243,Wed Aug 01 21:54:11 +0000 2018,1.0,0.0,CNN,0.0,RT @ConradGweru: I think Mpofu is confirming government heavy handedness on opposition. He speaks as Minister and as a ZANU member ad well.…,0.0,34
244,Wed Aug 01 21:54:11 +0000 2018,0.784,0.102,CNN,0.114,"RT @ZibaLady1: #CNNSucks 
@PressSec was asked if @POTUS was going to condemn Trump supporters for heckling #JimAcosta of @CNN 
""This is a t…",0.0772,35
245,Wed Aug 01 21:54:11 +0000 2018,0.749,0.071,CNN,0.18,"RT @CNN: Dwayne ""The Rock"" Johnson surprised his cousin and longtime stunt double, Tanaoi Reed, with a gift that brought him to tears https…",0.4404,36
246,Wed Aug 01 21:54:09 +0000 2018,1.0,0.0,CNN,0.0,@CNN and take you to be with me that you also may be where I am. 4 You know the way to the place where I am going.”,0.0,37
247,Wed Aug 01 21:54:09 +0000 2018,1.0,0.0,CNN,0.0,"RT @CNN: On this day in 1958, President Dwight D. Eisenhower signed the National Aeronautics and Space Act, which established NASA. Here ar…",0.0,38
248,Wed Aug 01 21:54:08 +0000 2018,0.714,0.0,CNN,0.286,@IndivisibleNet @CNN @Acosta I am concerned for his safety,0.4215,39
249,Wed Aug 01 21:54:07 +0000 2018,0.686,0.149,CNN,0.165,"CHECK IT OUT👈
MORE POWERFUL THAN THE LIBERAL MEDIA 😎😁 @CNN
@MSNBC @maddow 😁😂
THEY CALL US A CONSPIRACY 
HOWEVER MAN… https://t.co/NrW9RCzkNm",0.1093,40
250,Wed Aug 01 21:54:07 +0000 2018,0.868,0.0,CNN,0.132,RT @KrisParonto: Only liberalists would use children to push their anti-gun  agendas while still supporting late term abortions and pedophi…,0.4404,41
251,Wed Aug 01 21:54:06 +0000 2018,0.618,0.0,CNN,0.382,@amber_athey @CNN Nice little cnn swamp!,0.4753,42
252,Wed Aug 01 21:54:06 +0000 2018,0.881,0.119,CNN,0.0,"RT @steveconnieWood: @CIAAG_Lauren @SenWarren @RepJoeKennedy @SenSanders @CNN This means they believe some libes will be lost, basically th…",-0.3182,43
253,Wed Aug 01 21:54:05 +0000 2018,0.882,0.0,CNN,0.118,"RT @KrisParonto: Whoops 😬..... ⁦@BarackObama⁩ #LiarInChief .... 
he got a little help though, ain’t that right ⁦@JohnBrennan⁩ ⁦@Comey⁩ &amp; #J…",0.3415,44
254,Wed Aug 01 21:54:05 +0000 2018,1.0,0.0,CNN,0.0,RT @brkicks: All 114 game-worn shoes from @KingJames will be auctioned off with proceeds going towards the LeBron James Family Foundation 🙏…,0.0,45
255,Wed Aug 01 21:54:04 +0000 2018,0.882,0.0,CNN,0.118,"RT @KrisParonto: Whoops 😬..... ⁦@BarackObama⁩ #LiarInChief .... 
he got a little help though, ain’t that right ⁦@JohnBrennan⁩ ⁦@Comey⁩ &amp; #J…",0.3415,46
256,Wed Aug 01 21:54:04 +0000 2018,0.807,0.074,CNN,0.119,"RT @MagniFieri: The MSM had a taste of Q and now they won’t be able to stop.

Once shareholders realize the TRUE story is so much more fant…",0.3254,47
257,Wed Aug 01 21:54:03 +0000 2018,0.735,0.265,CNN,0.0,"RT @B4Zaman: Saudi/UAE war crimes
After they receive orders from the UAE leadership 
UAE mercenaries execute prisoners of #Yemen army and p…",-0.802,48
258,Wed Aug 01 21:54:03 +0000 2018,0.8,0.2,CNN,0.0,"RT @americanpro1: @bbusa617 @JuliePorterj4 obama's DACA breaking bad ...
@realDonaldTrump @CNN @nytimes @seanhannity @ingrahmangle https://…",-0.5423,49
259,Wed Aug 01 21:54:03 +0000 2018,0.646,0.269,CNN,0.085,@CNNSitRoom @CNN 24 months of promoting fabricated anger and hatred and all CNN can show for it is ratings behind t… https://t.co/CvuD5jiK9g,-0.7506,50
260,Wed Aug 01 21:54:02 +0000 2018,0.784,0.102,CNN,0.114,"RT @ZibaLady1: #CNNSucks 
@PressSec was asked if @POTUS was going to condemn Trump supporters for heckling #JimAcosta of @CNN 
""This is a t…",0.0772,51
261,Wed Aug 01 21:54:02 +0000 2018,0.714,0.0,CNN,0.286,@JennyKnafelman @luvlindy @Fatboy1999 @Acosta @realDonaldTrump @CNN Lol https://t.co/z7OtLGe1mM,0.4215,52
262,Wed Aug 01 21:54:01 +0000 2018,0.802,0.063,CNN,0.135,@cnn Don't @realDonaldTrump trips to his weekend golf outings cost more than the TSA would save in cutting back on… https://t.co/BxDmY6kQei,0.4019,53
263,Wed Aug 01 21:54:01 +0000 2018,0.741,0.137,CNN,0.122,"RT @BeckysTidePods: I wondered why @CNN even sends this man baby to Trump rallies. Then I realized, he enjoys negative attention so he can…",-0.1027,54
264,Wed Aug 01 21:54:01 +0000 2018,1.0,0.0,CNN,0.0,@CNN @MSNBC   https://t.co/SLdGKOgVUk  Trump Rally in FL very similar to WWE!,0.0,55
265,Wed Aug 01 21:54:01 +0000 2018,0.861,0.139,CNN,0.0,@honestandhappy @ShimonPro @CNN Manafort was supposed to turn. And he told dirty cop mueller to take a flying leap.… https://t.co/qucuZucJn7,-0.4404,56
266,Wed Aug 01 21:54:01 +0000 2018,0.511,0.335,CNN,0.153,"@Silverrocket3 @ForeverLogical @realDonaldTrump @CNN Yes, bad for the country.  He should resign.",-0.4939,57
267,Wed Aug 01 21:54:00 +0000 2018,0.823,0.0,CNN,0.177,"@CNN OK let me try to understand the logic here. 

Loosen/minimize security standards at smaller airports, but buil… https://t.co/89uaedbaA9",0.3953,58
268,Wed Aug 01 21:54:00 +0000 2018,0.652,0.0,CNN,0.348,Imagine Dragons lead singer Dan Reynolds launched the LoveLoud Festival in Utah to encourage conversations about LG… https://t.co/pbGZXuKeBn,0.7906,59
269,Wed Aug 01 21:53:59 +0000 2018,0.882,0.0,CNN,0.118,"RT @KrisParonto: Whoops 😬..... ⁦@BarackObama⁩ #LiarInChief .... 
he got a little help though, ain’t that right ⁦@JohnBrennan⁩ ⁦@Comey⁩ &amp; #J…",0.3415,60
270,Wed Aug 01 21:53:59 +0000 2018,0.865,0.135,CNN,0.0,RT @Truth_Seeker04: Weird....now Liberals pretend they care...what changed? @CNN https://t.co/yhFnYteJpS,-0.1027,61
271,Wed Aug 01 21:53:59 +0000 2018,0.444,0.556,CNN,0.0,@Acosta @CNN sucks,-0.3612,62
272,Wed Aug 01 21:53:58 +0000 2018,0.796,0.0,CNN,0.204,RT @patcondell: Trust @CNN to include a deliberate #FakeNews lie in the very first sentence. There is nothing remotely “far-right” about To…,0.5965,63
273,Wed Aug 01 21:53:57 +0000 2018,0.882,0.0,CNN,0.118,"RT @KrisParonto: Whoops 😬..... ⁦@BarackObama⁩ #LiarInChief .... 
he got a little help though, ain’t that right ⁦@JohnBrennan⁩ ⁦@Comey⁩ &amp; #J…",0.3415,64
274,Wed Aug 01 21:53:56 +0000 2018,0.864,0.0,CNN,0.136,"@CNN Yeah if your paying with a check or a bank card, they require it. So blahhhhh",0.296,65
275,Wed Aug 01 21:53:55 +0000 2018,1.0,0.0,CNN,0.0,"@Maryam_Rajavi People of #Iran have been calling for ONE LEADER ONLY  @PahlaviReza.

#IslamicRegimeMustGo… https://t.co/khlxE1wTNz",0.0,66
276,Wed Aug 01 21:53:54 +0000 2018,1.0,0.0,CNN,0.0,@KrisParonto @AUwareaglegirl @DNC @CNN @MSNBC @nytimes  https://t.co/3SKJdDNnPA,0.0,67
277,Wed Aug 01 21:53:54 +0000 2018,0.621,0.279,CNN,0.1,"RT @Jayne720: #WednesdayWisdom 
So. @CNN Jim @Acosta worried someone is going to get hurt because Trump supporters yelling ""CNN sucks"" is D…",-0.6369,68
278,Wed Aug 01 21:53:53 +0000 2018,0.784,0.102,CNN,0.114,"RT @ZibaLady1: #CNNSucks 
@PressSec was asked if @POTUS was going to condemn Trump supporters for heckling #JimAcosta of @CNN 
""This is a t…",0.0772,69
279,Wed Aug 01 21:53:53 +0000 2018,0.817,0.183,CNN,0.0,@CNN I would boycott the press briefing too. Why bother when all they ever do is lie and try to decieve the America… https://t.co/GOmx1K0XvZ,-0.5719,70
280,Wed Aug 01 21:53:52 +0000 2018,0.853,0.147,CNN,0.0,@dballz4 @Acosta @CNN It's been sad watching your descent: of continually opposing candidates who are actually on y… https://t.co/vAvKHNblsX,-0.4767,71
281,Wed Aug 01 21:53:51 +0000 2018,0.865,0.135,CNN,0.0,@SCnursegirl @Braveheart_USA @dlpierce @Acosta @CNN @MSNBC The recession to hit next year will not be because of Tr… https://t.co/5FGjbKophl,-0.4215,72
282,Wed Aug 01 21:53:51 +0000 2018,1.0,0.0,CNN,0.0,@Acosta @CNN where is your report on the story and incident? https://t.co/wgqAKr2QBJ,0.0,73
283,Wed Aug 01 21:53:51 +0000 2018,0.925,0.0,CNN,0.075,"@SCnursegirl @Braveheart_USA @dlpierce @Acosta @CNN @MSNBC And then when it’s not, what will your excuse be then?",0.0772,74
284,Wed Aug 01 21:53:49 +0000 2018,0.868,0.0,CNN,0.132,RT @KrisParonto: Only liberalists would use children to push their anti-gun  agendas while still supporting late term abortions and pedophi…,0.4404,75
285,Wed Aug 01 21:53:48 +0000 2018,0.741,0.259,CNN,0.0,@Lilacatland @David_Gergen @CNNnewsroom @BrookeBCNN @CNN Sadly you are correct,-0.4215,76
286,Wed Aug 01 21:53:48 +0000 2018,0.882,0.0,CNN,0.118,"RT @KrisParonto: Whoops 😬..... ⁦@BarackObama⁩ #LiarInChief .... 
he got a little help though, ain’t that right ⁦@JohnBrennan⁩ ⁦@Comey⁩ &amp; #J…",0.3415,77
287,Wed Aug 01 21:53:46 +0000 2018,0.882,0.0,CNN,0.118,"RT @KrisParonto: Whoops 😬..... ⁦@BarackObama⁩ #LiarInChief .... 
he got a little help though, ain’t that right ⁦@JohnBrennan⁩ ⁦@Comey⁩ &amp; #J…",0.3415,78
288,Wed Aug 01 21:53:46 +0000 2018,0.882,0.0,CNN,0.118,"RT @KrisParonto: Whoops 😬..... ⁦@BarackObama⁩ #LiarInChief .... 
he got a little help though, ain’t that right ⁦@JohnBrennan⁩ ⁦@Comey⁩ &amp; #J…",0.3415,79
289,Wed Aug 01 21:53:46 +0000 2018,1.0,0.0,CNN,0.0,"RT @karolcummins: ‼️Don’t Let a Mobster Gaslight U‼️

As @lincolnsbible predicted @realdonaldtrump will attempt to normalize the mafia-he d…",0.0,80
290,Wed Aug 01 21:53:45 +0000 2018,0.896,0.0,CNN,0.104,RT @cirstenw: @KLSouth @Acosta I met @Acosta last night at #TrumpTampaRally he was nice and kind&gt;my take is that he is Paid by @CNN to atta…,0.4215,81
291,Wed Aug 01 21:53:44 +0000 2018,0.805,0.195,CNN,0.0,@LilleyDennese @sweetbetty25 @CNN @MSNBC @CBSNews @NBCNews @ABC if their lips are moving - they are lying,-0.5267,82
292,Wed Aug 01 21:53:44 +0000 2018,1.0,0.0,CNN,0.0,@Fact__Matters @CNN Probably just the parking thing.,0.0,83
293,Wed Aug 01 21:53:44 +0000 2018,0.749,0.071,CNN,0.18,"RT @CNN: Dwayne ""The Rock"" Johnson surprised his cousin and longtime stunt double, Tanaoi Reed, with a gift that brought him to tears https…",0.4404,84
294,Wed Aug 01 21:53:43 +0000 2018,1.0,0.0,CNN,0.0,RT @ascifibuff: @KrisParonto @Starbucks @DNC @CNN @JerryBrownGov  https://t.co/aDCaTAJFSY,0.0,85
295,Wed Aug 01 21:53:42 +0000 2018,0.707,0.071,CNN,0.222,RT @WeSupport45: Our Awesome @PressSec Sarah Sanders should show the low info press like @CNN's @Acosta &amp; others this picture we made to ex…,0.6705,86
296,Wed Aug 01 21:53:42 +0000 2018,1.0,0.0,CNN,0.0,RT @brkicks: All 114 game-worn shoes from @KingJames will be auctioned off with proceeds going towards the LeBron James Family Foundation 🙏…,0.0,87
297,Wed Aug 01 21:53:40 +0000 2018,0.739,0.261,CNN,0.0,@PeaksPrincess @BBCWorld @SkyNews @CNN @FoxNews Who knows?  It sad.  This is on the back of unemployment figures no… https://t.co/ypX96nPJ40,-0.7184,88
298,Wed Aug 01 21:53:38 +0000 2018,1.0,0.0,CNN,0.0,RT @brkicks: All 114 game-worn shoes from @KingJames will be auctioned off with proceeds going towards the LeBron James Family Foundation 🙏…,0.0,89
299,Wed Aug 01 21:53:38 +0000 2018,0.751,0.249,CNN,0.0,@lweatonNC @DanShaltiel @joelpollak @CNN If you are not a trusted news outlet your ratings will drop. Uneducated.,-0.5653,90
300,Wed Aug 01 21:53:38 +0000 2018,1.0,0.0,CNN,0.0,"Flag of the @GOP

A Nazi flag was found flying at a public park in Wyoming @CNN https://t.co/ZKxaf6400k",0.0,91
301,Wed Aug 01 21:53:37 +0000 2018,1.0,0.0,CNN,0.0,@frossiemae @OctavioJones @hilted30 @realDonaldTrump @CNN @Acosta @TB_Times Now that's funny!!!!!!!!!!!,0.0,92
302,Wed Aug 01 21:53:36 +0000 2018,0.751,0.0,CNN,0.249,@CNNSitRoom @CNN Cnn is an obstruction of the truth   And who cares what rep asshole oops castro thinks,0.6486,93
303,Wed Aug 01 21:53:36 +0000 2018,0.882,0.0,CNN,0.118,"RT @KrisParonto: Whoops 😬..... ⁦@BarackObama⁩ #LiarInChief .... 
he got a little help though, ain’t that right ⁦@JohnBrennan⁩ ⁦@Comey⁩ &amp; #J…",0.3415,94
304,Wed Aug 01 21:53:35 +0000 2018,0.882,0.0,CNN,0.118,"RT @KrisParonto: Whoops 😬..... ⁦@BarackObama⁩ #LiarInChief .... 
he got a little help though, ain’t that right ⁦@JohnBrennan⁩ ⁦@Comey⁩ &amp; #J…",0.3415,95
305,Wed Aug 01 21:53:34 +0000 2018,1.0,0.0,CNN,0.0,"@MarkDice @CNN is #FakeNews  #fakenewsCNN 
https://t.co/XC6WCT8gMN",0.0,96
306,Wed Aug 01 21:53:34 +0000 2018,1.0,0.0,CNN,0.0,RT @KeithTerceira: @CNN @acosta https://t.co/NUss0u2ZJG,0.0,97
307,Wed Aug 01 21:53:34 +0000 2018,0.569,0.378,CNN,0.053,"@CNN So, let me get this shit right. It's OK to print yourself out a fucking gun, but lets go ahead and stop doing airport screenings?  WTF?",-0.918,98
308,Wed Aug 01 21:53:34 +0000 2018,0.756,0.244,CNN,0.0,RT @SicTransit34: That Eric Trump would RT this footage of an angry mob shouting down @CNN’s Jim @Acosta shows what contempt Donald Trump a…,-0.7964,99
309,Wed Aug 01 21:53:33 +0000 2018,0.649,0.153,FoxNews,0.198,RT @RealOmarNavarro: It’s interesting how quickly they like to write me off. Lets stop complaining about Maxine Waters @FoxNews and actuall…,0.296,1
310,Wed Aug 01 21:53:33 +0000 2018,0.649,0.153,FoxNews,0.198,RT @RealOmarNavarro: It’s interesting how quickly they like to write me off. Lets stop complaining about Maxine Waters @FoxNews and actuall…,0.296,2
311,Wed Aug 01 21:53:32 +0000 2018,0.278,0.527,FoxNews,0.195,@FoxNews Tolerant Violent Left Strike Again!,-0.5562,3
312,Wed Aug 01 21:53:31 +0000 2018,0.697,0.0,FoxNews,0.303,@findmenapping @GillianHTurner @SpecialReport @FoxNews You've got a very good point!,0.54,4
313,Wed Aug 01 21:53:31 +0000 2018,0.649,0.153,FoxNews,0.198,RT @RealOmarNavarro: It’s interesting how quickly they like to write me off. Lets stop complaining about Maxine Waters @FoxNews and actuall…,0.296,5
314,Wed Aug 01 21:53:31 +0000 2018,0.477,0.364,FoxNews,0.159,@FoxNews Personality created by the media! Massholes bastards!,-0.555,6
315,Wed Aug 01 21:53:30 +0000 2018,0.541,0.264,FoxNews,0.196,"@FoxNews But, trump supporters are the violent ones.  Got it.",-0.25,7
316,Wed Aug 01 21:53:30 +0000 2018,0.81,0.0,FoxNews,0.19,@FoxNews Very intelligent. Has she claimed she’s part Indian? Seems to be a plague in Massachusetts,0.5095,8
317,Wed Aug 01 21:53:29 +0000 2018,0.847,0.153,FoxNews,0.0,"RT @FoxNews: Massachusetts woman enraged by Trump bumper sticker intentionally rammed into car, police say. https://t.co/DPZYLxWLgq",-0.4019,9
318,Wed Aug 01 21:53:29 +0000 2018,1.0,0.0,FoxNews,0.0,RT @MariaBartiromo: Atlanta Fed GDPNow Index Rises to 4.95% from 3.82% @MorningsMaria @FoxBusiness @FoxNews @SundayFutures,0.0,10
319,Wed Aug 01 21:53:28 +0000 2018,1.0,0.0,FoxNews,0.0,RT @LisaMei62: 8. More MSM hit pieces on Q. This was planned days in advance for today's media blitz. @FoxNews zoomed in on several Q signs…,0.0,11
320,Wed Aug 01 21:53:28 +0000 2018,0.616,0.185,FoxNews,0.199,RT @OMGno2trump: I'm old enough to remember when only leaders of repressive countries like China and Russia attacked the free press.  #MAGA…,0.1027,12
321,Wed Aug 01 21:53:27 +0000 2018,0.866,0.134,FoxNews,0.0,@FoxNews So uhh no mention of the psycho's foaming at the mouth and flipping off @Acosta yesterday?,-0.3566,13
322,Wed Aug 01 21:53:26 +0000 2018,1.0,0.0,FoxNews,0.0,@FoxNews @POTUS Anything he can do to disrupt the country.,0.0,14
323,Wed Aug 01 21:53:26 +0000 2018,0.616,0.185,FoxNews,0.199,RT @OMGno2trump: I'm old enough to remember when only leaders of repressive countries like China and Russia attacked the free press.  #MAGA…,0.1027,15
324,Wed Aug 01 21:53:26 +0000 2018,1.0,0.0,FoxNews,0.0,@ShadyWilliams2 @HelenMother @brooklyn_tim @HTalker54 @JudgeJeanine @realDonaldTrump @AlanDersh @hogangidley45… https://t.co/T3Wz162sn1,0.0,16
325,Wed Aug 01 21:53:26 +0000 2018,0.862,0.138,FoxNews,0.0,RT @FoxNews: .@SenGillibrand fires back at George Soros over her calls for Franken to resign. https://t.co/3HlNb9v472,-0.34,17
326,Wed Aug 01 21:53:25 +0000 2018,0.616,0.185,FoxNews,0.199,RT @OMGno2trump: I'm old enough to remember when only leaders of repressive countries like China and Russia attacked the free press.  #MAGA…,0.1027,18
327,Wed Aug 01 21:53:25 +0000 2018,0.847,0.0,FoxNews,0.153,@FoxNews @JesseBWatters Nope. The #UnitedStatesofAmerica is the Democratic Party and the #PutinsPuppet gig is up… https://t.co/bhgcZP97EL,0.4019,19
328,Wed Aug 01 21:53:24 +0000 2018,1.0,0.0,FoxNews,0.0,RT @FoxNews: BREAKING NEWS: President @realDonaldTrump urges Attorney General Sessions to end Russia probe https://t.co/LieCmtzIfQ https://…,0.0,20
329,Wed Aug 01 21:53:24 +0000 2018,0.38,0.449,FoxNews,0.171,"@Truthiscoming1 @SirKennyRob @FoxNews Yes he is wrong, racist communist.",-0.6597,21
330,Wed Aug 01 21:53:24 +0000 2018,0.714,0.286,FoxNews,0.0,RT @FoxNews: U.S. soldiers salute during a repatriation ceremony for the remains of U.S. soldiers who were killed in the Korean War and col…,-0.8555,22
331,Wed Aug 01 21:53:24 +0000 2018,0.735,0.0,FoxNews,0.265,"RT @pecriel: @OMGno2trump @FoxNews @GOP Roger Ailes' knew ppl liked to be told what to think, TV was the perfect passive medium to do it, b…",0.8074,23
332,Wed Aug 01 21:53:23 +0000 2018,1.0,0.0,FoxNews,0.0,RT @Oakway41: Anyone who believes @FoxNews or the Koch brothers needs to see a mental health doctor! Oh wait they can't bcoz their health i…,0.0,24
333,Wed Aug 01 21:53:23 +0000 2018,0.881,0.0,FoxNews,0.119,@seanhannity y do u stay part of controlled opposition cover @FoxNews? We the People c how u surface skate Truth &amp;… https://t.co/QNOjHsc96S,0.3182,25
334,Wed Aug 01 21:53:23 +0000 2018,0.649,0.153,FoxNews,0.198,RT @RealOmarNavarro: It’s interesting how quickly they like to write me off. Lets stop complaining about Maxine Waters @FoxNews and actuall…,0.296,26
335,Wed Aug 01 21:53:22 +0000 2018,0.417,0.365,FoxNews,0.219,@FoxNews @SenGillibrand Love when the evil ones fight against each other.,-0.4215,27
336,Wed Aug 01 21:53:22 +0000 2018,0.896,0.104,FoxNews,0.0,@kevinlh1975 @realDonaldTrump @FoxNews No..but the 7th floor is big time. Screw up..move up..,-0.1027,28
337,Wed Aug 01 21:53:22 +0000 2018,1.0,0.0,FoxNews,0.0,@FoxNews @JesseBWatters Right now this is the face of Democracy. https://t.co/pdZZNSwBQg,0.0,29
338,Wed Aug 01 21:53:21 +0000 2018,0.616,0.185,FoxNews,0.199,RT @OMGno2trump: I'm old enough to remember when only leaders of repressive countries like China and Russia attacked the free press.  #MAGA…,0.1027,30
339,Wed Aug 01 21:53:21 +0000 2018,1.0,0.0,FoxNews,0.0,"RT @BluDrone: @jimsciutto @JoannaCocoGrove @PressSec @PressSec After enduring an intolerable stream of invectives from #TrumpTreason , we g…",0.0,31
340,Wed Aug 01 21:53:20 +0000 2018,0.676,0.196,FoxNews,0.128,RT @FoxNews: Philippine government crushes dozens of luxury cars worth millions. https://t.co/oOgA6zD8H1,-0.25,32
341,Wed Aug 01 21:53:20 +0000 2018,0.87,0.13,FoxNews,0.0,@Navy_Lady_45 @ChihuahuaFirst @realDonaldTrump @VP @seanhannity @TuckerCarlson @FoxNews I was unaware that the cons… https://t.co/dBcNKzx6i2,-0.2023,33
342,Wed Aug 01 21:53:20 +0000 2018,1.0,0.0,FoxNews,0.0,@FoxNews @AmericaNewsroom @SteveHiltonx it was Bill Clinton who turned over an economy with a budget surplus to Bush,0.0,34
343,Wed Aug 01 21:53:20 +0000 2018,0.847,0.153,FoxNews,0.0,"RT @FoxNews: Massachusetts woman enraged by Trump bumper sticker intentionally rammed into car, police say. https://t.co/DPZYLxWLgq",-0.4019,35
344,Wed Aug 01 21:53:20 +0000 2018,1.0,0.0,FoxNews,0.0,@FoxNews @JesseBWatters Especially when she looks@in the Mirror : maybe brother &amp; sister https://t.co/RT47JuERYJ,0.0,36
345,Wed Aug 01 21:53:19 +0000 2018,0.551,0.083,FoxNews,0.366,"RT @therealcornett: RETWEET If you want Beautiful and Brilliant @HARRISFAULKNER to REPLACE Biased #Fakenews anchor Shepard Smith!

@ShepNew…",0.8016,37
346,Wed Aug 01 21:53:19 +0000 2018,0.492,0.0,FoxNews,0.508,@FoxNews Dad bless Beto!,0.4753,38
347,Wed Aug 01 21:53:16 +0000 2018,0.602,0.188,FoxNews,0.211,@FoxNews But of course.  Deport her. Too unstable.  Public safety.,0.0772,39
348,Wed Aug 01 21:53:16 +0000 2018,0.616,0.185,FoxNews,0.199,RT @OMGno2trump: I'm old enough to remember when only leaders of repressive countries like China and Russia attacked the free press.  #MAGA…,0.1027,40
349,Wed Aug 01 21:53:15 +0000 2018,0.656,0.072,FoxNews,0.272,"RT @Rambobiggs: Wow, Juan Williams of @FoxNews was shocked people would hold Seth Rich signs at the Tampa Trump Rally. Maybe they want to k…",0.7506,41
350,Wed Aug 01 21:53:15 +0000 2018,1.0,0.0,FoxNews,0.0,@IRLILaw @FoxNews Put a chip in him and when he comes back you can track him.,0.0,42
351,Wed Aug 01 21:53:15 +0000 2018,0.37,0.63,FoxNews,0.0,@FoxNews Stupidity knows no bounds.,-0.6249,43
352,Wed Aug 01 21:53:14 +0000 2018,1.0,0.0,FoxNews,0.0,@intheMatrixxx @Dorisirving @Acosta @thehill @WSJ @BostonGlobe @CNN @bostonherald @FoxNews @voxdotcom @Mediaite… https://t.co/YB1ycMfCl3,0.0,44
353,Wed Aug 01 21:53:14 +0000 2018,0.616,0.185,FoxNews,0.199,RT @OMGno2trump: I'm old enough to remember when only leaders of repressive countries like China and Russia attacked the free press.  #MAGA…,0.1027,45
354,Wed Aug 01 21:53:13 +0000 2018,0.746,0.254,FoxNews,0.0,RT @jl28r1: Liberals constantly attack @FoxNews for....you name it.... but they are kicking every MSM outlet's ass on a daily basis. It's n…,-0.7783,46
355,Wed Aug 01 21:53:13 +0000 2018,0.847,0.153,FoxNews,0.0,"RT @FoxNews: Massachusetts woman enraged by Trump bumper sticker intentionally rammed into car, police say. https://t.co/DPZYLxWLgq",-0.4019,47
356,Wed Aug 01 21:53:12 +0000 2018,0.804,0.196,FoxNews,0.0,"@FoxNews 
Your news cast are getting stranger by the day
Anything trump &amp; no longer Republican, no longer American… https://t.co/UPrJeUQNoP",-0.5267,48
357,Wed Aug 01 21:53:12 +0000 2018,0.891,0.0,FoxNews,0.109,"RT @PatriotShugie: AMERICA VOTED TRUMP.  WE WANT THE WALL!
This Kentuckian Won't Vote For You Again @SenateMajLdr.
Patriots Send A Message…",0.3237,49
358,Wed Aug 01 21:53:12 +0000 2018,0.654,0.137,FoxNews,0.209,@FoxNews @SenGillibrand Too low on the totem pole for anyone to care,0.2732,50
359,Wed Aug 01 21:53:10 +0000 2018,1.0,0.0,FoxNews,0.0,@FoxNews @JesseBWatters  https://t.co/kjMkyAU0MD,0.0,51
360,Wed Aug 01 21:53:10 +0000 2018,0.87,0.0,FoxNews,0.13,"RT @FoxNews: .@JesseBWatters: ""Right now, Maxine Waters is the face of the Democratic Party, and that's frightening."" #TheFive https://t.co…",0.4019,52
361,Wed Aug 01 21:53:08 +0000 2018,0.618,0.139,FoxNews,0.244,RT @FoxNews: Trouble for Ted?: New TX Poll Shows Cruz Challenger Only 2 Points Down https://t.co/hA7W9gPiYC,0.2577,53
