,Date,Negative,Neutral,News Outlet,Positive,Text,Tweet Polarity,Tweets Ago
112,Wed Aug 01 22:21:08 +0000 2018,1.0,0.0,CBS,0.0,"Right on the money.
@Cernovich @OANN @GOA @infowars @JackPosobiec @joerogan @DRUDGE @Reuters @LucienGreaves @POTUS… https://t.co/rt8lblvfkB",0.0,8
113,Wed Aug 01 22:21:08 +0000 2018,1.0,0.0,CBS,0.0,"@CNN @MSNBC @CBS Do you remember when King Hussein Obama shut down the national parks, monuments, the Social Securi… https://t.co/p0Tv7gteIM",0.0,9
114,Wed Aug 01 22:21:00 +0000 2018,0.847,0.153,CBS,0.0,@CBS Will 60 minutes do a show on Moonves. He should be fired. I WON’t be watching CBS until that filth is gone,-0.5574,10
115,Wed Aug 01 22:20:39 +0000 2018,0.798,0.202,CBS,0.0,"@Nellie_0hr @almostjingo Just the thought of Michael Moore👇 ""Brain Dead"" the only thing @CBS ever got right https://t.co/WLHyvNdEux",-0.6486,11
116,Wed Aug 01 22:20:04 +0000 2018,0.745,0.174,CBS,0.082,RT @carreramae: #media still refuse to hold #Republicans responsible for refusing to do anything about Russia. #MSM wld be on #Dem a$$ if t…,-0.3818,12
117,Wed Aug 01 22:19:45 +0000 2018,0.645,0.21,CBS,0.145,@SRuhle @realDonaldTrump NO. MSM GAVE @POTUS  FREE TIME ON AIR DURING THE CAMPAIGN AND HE BRAGGED ABOUT IT. STOP GO… https://t.co/JriMWafXm0,-0.2103,13
118,Wed Aug 01 22:19:42 +0000 2018,1.0,0.0,CBS,0.0,"@realDonaldTrump @restore_US_now @FoxNews @cnnbrk @WSJ @Thehill @CBS @nbc @POTUS @AP @nytimes @CNN @nypost @cspan
.… https://t.co/qDiJwSHeqc",0.0,14
119,Wed Aug 01 22:19:37 +0000 2018,0.711,0.178,CBS,0.111,@DEADLINE Perhaps @CBS @CBSTVStudios need to stop alienating us by cancelling shows like Code Black or Scorpion onl… https://t.co/PSvP7gST84,-0.128,15
120,Wed Aug 01 22:19:05 +0000 2018,1.0,0.0,CBS,0.0,"RT @pambesteder: Have you noticed all the WH reporters from @ABC, @NBC, @CBS, @MSNBC, @Fox who don't make themselves ""the story"" who get qu…",0.0,16
121,Wed Aug 01 22:18:28 +0000 2018,0.821,0.179,CBS,0.0,@MulliganMullet @CBS @ScorpionCBS I am not sure what you mean. #SaveScorpion,-0.2411,17
122,Wed Aug 01 22:16:43 +0000 2018,0.874,0.0,CBS,0.126,"Yo @ABC @AP @CBS @CNN @MSNBC @NBC @NPR etc.

@Karoli has been saying this for some time now.

Less MSM, more Free P… https://t.co/CUALOpT23i",0.5154,18
123,Wed Aug 01 22:16:38 +0000 2018,0.582,0.079,CBS,0.339,"@CBS @CNN @MSNBC @ABC  @NBC @FoxNews @BBC @Telegraph You lost our trust, respect and loyalty because we know who ow… https://t.co/tbJirfCEZJ",0.8225,19
124,Wed Aug 01 22:16:26 +0000 2018,1.0,0.0,CBS,0.0,RT @144000bound: @ABC @CBS @CNN @FoxNews @MSNBC @maddow @NBC @TheView #DevilYouLoseAgain @POTUS @realDonaldTrump #Qanon #Rainmakers #WalkAw…,0.0,20
125,Wed Aug 01 22:15:42 +0000 2018,0.528,0.295,CBS,0.177,RT @TIMESUPNOW: Six women have courageously shared their stories and accused CBS CEO Les Moonves of sexual harassment and assault. We belie…,-0.5859,21
126,Wed Aug 01 22:15:23 +0000 2018,0.616,0.185,CBS,0.199,@5Strat @AP @UPI @abcnews @CBS @nbc @NewsHour @POTUS Damn good questions.,0.0516,22
127,Wed Aug 01 22:13:26 +0000 2018,0.877,0.123,CBS,0.0,7-31-18 — I'm watching The Young and the Restless #YR @YandR_CBS @CBS #CBS via @TelfieApp #Telfie https://t.co/aISgohpWBf,-0.2732,23
128,Wed Aug 01 22:13:20 +0000 2018,1.0,0.0,CBS,0.0,"RT @5Strat: Q message to @AP @UPI @FoxNews @ABCNews @CBS @NBC @NewsHour @NYTimes @WashingtonPost - ""Do your job or we'll do it for you."" #M…",0.0,24
129,Wed Aug 01 22:12:29 +0000 2018,0.814,0.0,CBS,0.186,"RT @S_for_Shadows: I saw them! Our busses, the proof of this fandom's passion, are driving across London!!
#SaveShadowhunters
#Shadowhunter…",0.5962,25
130,Wed Aug 01 22:11:52 +0000 2018,0.891,0.109,CBS,0.0,RT @underwhelmed04: @thehill Damn it @CNN @MSNBC @CBS @ABC @NBCNews get the Republicans on air to explain to America why they won’t protect…,-0.4019,26
131,Wed Aug 01 22:11:48 +0000 2018,0.528,0.295,CBS,0.177,RT @TIMESUPNOW: Six women have courageously shared their stories and accused CBS CEO Les Moonves of sexual harassment and assault. We belie…,-0.5859,27
132,Wed Aug 01 22:11:44 +0000 2018,0.764,0.058,CBS,0.178,"RT @rjouchen: It's fun to have a partner who understands your life and lets you be you.
@warnerbrostv @CBS We want #POI6! I miss Team Machi…",0.5093,28
133,Wed Aug 01 22:11:44 +0000 2018,0.794,0.206,CBS,0.0,"RT @jh_armstrong: We ""must"" implement this in the USA! @DNC @MSNBC @CNN @AP @BBC @NBC @CBS @ABC @NPR @WSJ @CNBC Controversial 'Burqa Ban' c…",-0.69,29
134,Wed Aug 01 22:11:29 +0000 2018,1.0,0.0,CBS,0.0,RT @144000bound: @ABC @CBS @CNN @FoxNews @MSNBC @maddow @NBC @TheView #DevilYouLoseAgain @POTUS @realDonaldTrump #Qanon #Rainmakers #WalkAw…,0.0,30
135,Wed Aug 01 22:11:28 +0000 2018,0.829,0.171,CBS,0.0,RT @jh_armstrong: Even the suckass Obama doesn't like her! lol @DNC @MSNBC @NBC @CNn @AP @BBC @NPR @ABC @CBS @FOX @WSJ @CNBC Barack Obama R…,-0.5767,31
136,Wed Aug 01 22:11:25 +0000 2018,1.0,0.0,CBS,0.0,RT @144000bound: @ABC @CBS @CNN @FoxNews @MSNBC @maddow @NBC @TheView #DevilYouLoseAgain @POTUS @realDonaldTrump #Qanon #Rainmakers #WalkAw…,0.0,32
137,Wed Aug 01 22:10:18 +0000 2018,1.0,0.0,CBS,0.0,"RT @ISAACYASS: @DAVEROXX1 @Solmemes1 .
@realDonaldTrump @restore_US_now @FoxNews @cnnbrk @WSJ @Thehill @CBS @nbc @POTUS @AP @nytimes @CNN @…",0.0,33
138,Wed Aug 01 22:10:13 +0000 2018,1.0,0.0,CBS,0.0,"RT @5Strat: Q message to @AP @UPI @FoxNews @ABCNews @CBS @NBC @NewsHour @NYTimes @WashingtonPost - ""Do your job or we'll do it for you."" #M…",0.0,34
139,Wed Aug 01 22:10:00 +0000 2018,0.76,0.24,CBS,0.0,3 #MeToo Sexual Misconduct Considerations for @CBS : Lessons in Crisis Communications &amp; Public Relations… https://t.co/cckvJwRVTY,-0.6249,35
140,Wed Aug 01 22:09:56 +0000 2018,0.829,0.101,CBS,0.069,"Les Moonves' future as chairman and CEO at @CBS, already uncertain after his legal standoff with Shari Redstone and… https://t.co/s1SJk4pvdG",-0.1779,36
141,Wed Aug 01 22:09:24 +0000 2018,0.73,0.18,CBS,0.09,"RT @5Strat: Dear @AP @UPI @ABCNews @CBS @NBC @NewsHour and all other #FakeNews , How many pulitzers did you lose not being truthful? How ma…",-0.3777,37
142,Wed Aug 01 22:09:07 +0000 2018,0.814,0.0,CBS,0.186,"RT @S_for_Shadows: I saw them! Our busses, the proof of this fandom's passion, are driving across London!!
#SaveShadowhunters
#Shadowhunter…",0.5962,38
143,Wed Aug 01 22:09:00 +0000 2018,0.528,0.295,CBS,0.177,RT @TIMESUPNOW: Six women have courageously shared their stories and accused CBS CEO Les Moonves of sexual harassment and assault. We belie…,-0.5859,39
144,Wed Aug 01 22:08:58 +0000 2018,1.0,0.0,CBS,0.0,"RT @5Strat: Q message to @AP @UPI @FoxNews @ABCNews @CBS @NBC @NewsHour @NYTimes @WashingtonPost - ""Do your job or we'll do it for you."" #M…",0.0,40
145,Wed Aug 01 22:08:41 +0000 2018,0.778,0.222,CBS,0.0,"RT @boogyman61: #MeToo with lack of action by pathetic @CBS against Les Moonves, we once again witness that those with power/money can abus…",-0.7184,41
146,Wed Aug 01 22:08:12 +0000 2018,0.9,0.1,CBS,0.0,@britt_dan14 @hardwick @AMCTalkingDead @nbc @CBS NBC is going to cancel The Wall after the first or second episode… https://t.co/AW38pnsU0h,-0.25,42
147,Wed Aug 01 22:07:46 +0000 2018,0.528,0.295,CBS,0.177,RT @TIMESUPNOW: Six women have courageously shared their stories and accused CBS CEO Les Moonves of sexual harassment and assault. We belie…,-0.5859,43
148,Wed Aug 01 22:07:43 +0000 2018,0.814,0.0,CBS,0.186,"RT @S_for_Shadows: I saw them! Our busses, the proof of this fandom's passion, are driving across London!!
#SaveShadowhunters
#Shadowhunter…",0.5962,44
149,Wed Aug 01 22:07:25 +0000 2018,1.0,0.0,CBS,0.0,RT @144000bound: @ABC @CBS @CNN @FoxNews @MSNBC @maddow @NBC @TheView #DevilYouLoseAgain @POTUS @realDonaldTrump #Qanon #Rainmakers #WalkAw…,0.0,45
150,Wed Aug 01 22:07:11 +0000 2018,0.884,0.0,CBS,0.116,"@MTPDaily Thank you, @chucktodd, for saying ""THIS IS NOT NORMAL."" Time for journalists @MSNBC @CNN @ABC @CBS @NBC t… https://t.co/B7RF9y7mNR",0.3612,46
151,Wed Aug 01 22:07:10 +0000 2018,0.829,0.171,CBS,0.0,@britt_dan14 @hardwick @AMCTalkingDead @nbc @CBS There is a thing called timing. It looks bad for NBC to reinstate… https://t.co/vYnyBMGDvA,-0.5423,47
152,Wed Aug 01 22:07:09 +0000 2018,0.905,0.095,CBS,0.0,"We ""must"" implement this in the USA! @DNC @MSNBC @CNN @AP @BBC @NBC @CBS @ABC @NPR @WSJ @CNBC Controversial 'Burqa… https://t.co/nseWozTE2n",-0.2714,48
153,Wed Aug 01 22:07:08 +0000 2018,1.0,0.0,CBS,0.0,RT @144000bound: @ABC @CBS @CNN @FoxNews @MSNBC @maddow @NBC @TheView #DevilYouLoseAgain @POTUS @realDonaldTrump #Qanon #Rainmakers #WalkAw…,0.0,49
154,Wed Aug 01 22:06:52 +0000 2018,0.759,0.241,CBS,0.0,@RepMaxineWaters UNHINGED followers are THREATENING President @realDonaldTrump. Has THIS made NATIONAL news @CNN… https://t.co/FaPU8GO4Z8,-0.6289,50
155,Wed Aug 01 22:06:08 +0000 2018,0.521,0.0,CBS,0.479,"RT @ForeverRevo: Help #RelocateRevolution please sign today &amp; help bring back this great show!

https://t.co/gRDEQUf9xD

#Salvation @CBS #T…",0.9164,51
156,Wed Aug 01 22:05:47 +0000 2018,0.816,0.184,CBS,0.0,Even the suckass Obama doesn't like her! lol @DNC @MSNBC @NBC @CNn @AP @BBC @NPR @ABC @CBS @FOX @WSJ @CNBC Barack O… https://t.co/fc0AEjZ4pL,-0.5767,52
157,Wed Aug 01 22:05:27 +0000 2018,0.715,0.156,CBS,0.128,"IF @CBS DO NOT BRING BACK @ZooCBS @ZOO I WILL GO MAD 

I NEED A SEASON 4 THEY CAN NOT END IT LIKE THAT",-0.1779,53
158,Wed Aug 01 22:04:49 +0000 2018,1.0,0.0,CBS,0.0,@ThePopeRetire @60Minutes @CoachRake @SnoopDogg @shugairi @agnezmo @ParisHilton @KDTrey5 @AlArabiya_Brk @JimCarrey… https://t.co/IBhAoGUcFG,0.0,54
159,Wed Aug 01 22:04:45 +0000 2018,0.814,0.0,CBS,0.186,"RT @S_for_Shadows: I saw them! Our busses, the proof of this fandom's passion, are driving across London!!
#SaveShadowhunters
#Shadowhunter…",0.5962,55
160,Wed Aug 01 22:04:41 +0000 2018,1.0,0.0,CBS,0.0,"RT @5Strat: Q message to @AP @UPI @FoxNews @ABCNews @CBS @NBC @NewsHour @NYTimes @WashingtonPost - ""Do your job or we'll do it for you."" #M…",0.0,56
161,Wed Aug 01 22:04:38 +0000 2018,1.0,0.0,CBS,0.0,"RT @5Strat: Q message to @AP @UPI @FoxNews @ABCNews @CBS @NBC @NewsHour @NYTimes @WashingtonPost - ""Do your job or we'll do it for you."" #M…",0.0,57
162,Wed Aug 01 22:04:36 +0000 2018,0.878,0.0,CBS,0.122,"RT @espofootball: #OTD Aug1,1971 The #SonnyandCher (#SonnyBono &amp; @cher) Comedy Hour starts on primetime TV. @CBS head #FredSilverman offere…",0.3612,58
163,Wed Aug 01 22:04:22 +0000 2018,1.0,0.0,CBS,0.0,"RT @5Strat: Q message to @AP @UPI @FoxNews @ABCNews @CBS @NBC @NewsHour @NYTimes @WashingtonPost - ""Do your job or we'll do it for you."" #M…",0.0,59
164,Wed Aug 01 22:03:39 +0000 2018,1.0,0.0,CBS,0.0,"RT @5Strat: Q message to @AP @UPI @FoxNews @ABCNews @CBS @NBC @NewsHour @NYTimes @WashingtonPost - ""Do your job or we'll do it for you."" #M…",0.0,60
165,Wed Aug 01 22:03:35 +0000 2018,1.0,0.0,CBS,0.0,RT @Fercharmed: CBS anuncia que está remasterizando #Embrujadas en HD y 16:9 y que estará lista el año que viene. 😍👏 ¡Ojalá esto signifique…,0.0,61
166,Wed Aug 01 22:03:32 +0000 2018,1.0,0.0,CBS,0.0,@loveandsnuggles @sfjessii @netflix @NetflixUK @AmazonStudios @CBS @FreeformTV @hulu @ConstantinFilm… https://t.co/KMdV0M6m6x,0.0,62
167,Wed Aug 01 22:02:57 +0000 2018,0.814,0.0,CBS,0.186,"RT @S_for_Shadows: I saw them! Our busses, the proof of this fandom's passion, are driving across London!!
#SaveShadowhunters
#Shadowhunter…",0.5962,63
168,Wed Aug 01 22:02:49 +0000 2018,0.528,0.295,CBS,0.177,RT @TIMESUPNOW: Six women have courageously shared their stories and accused CBS CEO Les Moonves of sexual harassment and assault. We belie…,-0.5859,64
169,Wed Aug 01 22:02:41 +0000 2018,1.0,0.0,CBS,0.0,"RT @5Strat: Q message to @AP @UPI @FoxNews @ABCNews @CBS @NBC @NewsHour @NYTimes @WashingtonPost - ""Do your job or we'll do it for you."" #M…",0.0,65
170,Wed Aug 01 22:02:20 +0000 2018,1.0,0.0,CBS,0.0,RT @RolandiaKarnak: @CNN @NBC @MSNBC @CBS #WWG1WGA https://t.co/IpDKkr3Gwt,0.0,66
171,Wed Aug 01 22:02:15 +0000 2018,0.73,0.18,CBS,0.09,"RT @5Strat: Dear @AP @UPI @ABCNews @CBS @NBC @NewsHour and all other #FakeNews , How many pulitzers did you lose not being truthful? How ma…",-0.3777,67
172,Wed Aug 01 22:02:10 +0000 2018,0.704,0.296,CBS,0.0,@CNN @nytimes @washingtonpost @ABC @NBC @CBS also perpetuated this crap by their incessant attacks on… https://t.co/cCHTrHUu44,-0.7096,68
173,Wed Aug 01 22:01:57 +0000 2018,1.0,0.0,CBS,0.0,"@CBS #WorldNewsRndUP @SteveKathanCBS @realDonaldTrump   #VoterIDs Thoroughly, totally, AND FULLY (cont) https://t.co/y4bf0WujWK",0.0,69
174,Wed Aug 01 22:01:51 +0000 2018,1.0,0.0,CBS,0.0,RT @RichBTIG: @CGasparino @CBS @FoxBusiness we're salivating.... https://t.co/AT5mjlEoLR,0.0,70
175,Wed Aug 01 22:01:49 +0000 2018,0.814,0.0,CBS,0.186,"RT @S_for_Shadows: I saw them! Our busses, the proof of this fandom's passion, are driving across London!!
#SaveShadowhunters
#Shadowhunter…",0.5962,71
176,Wed Aug 01 22:01:46 +0000 2018,0.814,0.0,CBS,0.186,"RT @S_for_Shadows: I saw them! Our busses, the proof of this fandom's passion, are driving across London!!
#SaveShadowhunters
#Shadowhunter…",0.5962,72
177,Wed Aug 01 22:01:42 +0000 2018,0.814,0.0,CBS,0.186,"RT @S_for_Shadows: I saw them! Our busses, the proof of this fandom's passion, are driving across London!!
#SaveShadowhunters
#Shadowhunter…",0.5962,73
178,Wed Aug 01 22:01:22 +0000 2018,1.0,0.0,CBS,0.0,@CGasparino @CBS @FoxBusiness we're salivating.... https://t.co/AT5mjlEoLR,0.0,74
179,Wed Aug 01 22:01:21 +0000 2018,1.0,0.0,CBS,0.0,@mgordon2008 @CNN @MSNBC @CBS @nbc @fox @PBS @maddow @chrislhayes @andersoncooper @jaketapper @DanRather… https://t.co/TVwUl90gI2,0.0,75
180,Wed Aug 01 22:01:04 +0000 2018,1.0,0.0,CBS,0.0,"RT @5Strat: Q message to @AP @UPI @FoxNews @ABCNews @CBS @NBC @NewsHour @NYTimes @WashingtonPost - ""Do your job or we'll do it for you."" #M…",0.0,76
181,Wed Aug 01 22:00:58 +0000 2018,1.0,0.0,CBS,0.0,"RT @5Strat: Q message to @AP @UPI @FoxNews @ABCNews @CBS @NBC @NewsHour @NYTimes @WashingtonPost - ""Do your job or we'll do it for you."" #M…",0.0,77
182,Wed Aug 01 22:00:55 +0000 2018,1.0,0.0,CBS,0.0,"Q message to @AP @UPI @FoxNews @ABCNews @CBS @NBC @NewsHour @NYTimes @WashingtonPost - ""Do your job or we'll do it… https://t.co/kVitiUVCur",0.0,78
183,Wed Aug 01 22:00:50 +0000 2018,0.609,0.298,CBS,0.093,Please stop! Sane people aren't interested in watching lunatics slobber over their big orange leader while he froth… https://t.co/FHvLCQ9o40,-0.6187,79
184,Wed Aug 01 22:00:34 +0000 2018,1.0,0.0,CBS,0.0,@CNN @NBC @MSNBC @CBS #WWG1WGA https://t.co/IpDKkr3Gwt,0.0,80
185,Wed Aug 01 22:00:28 +0000 2018,0.742,0.201,CBS,0.057,Used Twitter to pressure Jeff Sessions to fire Mueller.  Mueller today I want to talk to trump about obstruction of… https://t.co/PWmwcnytUM,-0.5106,81
186,Wed Aug 01 22:00:26 +0000 2018,1.0,0.0,CBS,0.0,"RT @vonPinto1: Remember when @CNN and other media outlets called on Pres. Obama to ""hurry up"" with releasing his birth certificate just to…",0.0,82
187,Wed Aug 01 21:59:51 +0000 2018,1.0,0.0,CBS,0.0,@S_for_Shadows @sfjessii @netflix @NetflixUK @AmazonStudios @CBS @FreeformTV @hulu @ConstantinFilm Omg!!! Make sure… https://t.co/6NorW78Zmi,0.0,83
188,Wed Aug 01 21:59:51 +0000 2018,1.0,0.0,CBS,0.0,@CNN @NBCNews @CBS @Reuters https://t.co/zMbjuWry3a,0.0,84
189,Wed Aug 01 21:58:44 +0000 2018,1.0,0.0,CBS,0.0,"RT @onelove2104: If you haven't figured it out by now, let me repeat.

WE. DO. NOT. GIVE. UP. ❤️➰❤️

@ConstantinFilm @mmoszkowicz @Freeform…",0.0,85
190,Wed Aug 01 21:58:43 +0000 2018,1.0,0.0,CBS,0.0,@geekbroll @hardwick @AMCTalkingDead @nbc @CBS That is not thw hardwick case.  Although nbc did reinstate him at th… https://t.co/NOUOSTncvt,0.0,86
191,Wed Aug 01 21:58:22 +0000 2018,0.814,0.0,CBS,0.186,"RT @S_for_Shadows: I saw them! Our busses, the proof of this fandom's passion, are driving across London!!
#SaveShadowhunters
#Shadowhunter…",0.5962,87
192,Wed Aug 01 21:58:07 +0000 2018,0.73,0.18,CBS,0.09,"RT @5Strat: Dear @AP @UPI @ABCNews @CBS @NBC @NewsHour and all other #FakeNews , How many pulitzers did you lose not being truthful? How ma…",-0.3777,88
193,Wed Aug 01 21:58:04 +0000 2018,0.929,0.0,CBS,0.071,"RT @jxsminlycia: Pls give us #LexaSpinoff with ADC &amp; ET

@warnerbrostv @CBS @hulu @NetflixLifee @Showtime @AMC_TV @FreeformTV @WarnerBrosEn…",0.0772,89
194,Wed Aug 01 21:57:46 +0000 2018,0.842,0.0,CBS,0.158,RT @VinnieGoombots: @Kahane42239793 @hullboydan @24talk I am so pleased to see @abc @nbc @cbs @cnn @msnbc have cameras and reporter at a tr…,0.5777,90
195,Wed Aug 01 21:57:23 +0000 2018,1.0,0.0,CBS,0.0,"RT @onelove2104: If you haven't figured it out by now, let me repeat.

WE. DO. NOT. GIVE. UP. ❤️➰❤️

@ConstantinFilm @mmoszkowicz @Freeform…",0.0,91
196,Wed Aug 01 21:57:20 +0000 2018,1.0,0.0,CBS,0.0,"RT @vonPinto1: Remember when @CNN and other media outlets called on Pres. Obama to ""hurry up"" with releasing his birth certificate just to…",0.0,92
197,Wed Aug 01 21:57:18 +0000 2018,0.814,0.0,CBS,0.186,"RT @S_for_Shadows: I saw them! Our busses, the proof of this fandom's passion, are driving across London!!
#SaveShadowhunters
#Shadowhunter…",0.5962,93
198,Wed Aug 01 21:56:58 +0000 2018,0.896,0.0,CBS,0.104,RT @Nupe117: tRump met behind closed doors with Putin for 2 hours in Helsinki. Putin tells trump he didn't attack the US election system.…,0.3724,94
199,Wed Aug 01 21:56:57 +0000 2018,0.941,0.059,CBS,0.0,@britt_dan14 @hardwick @AMCTalkingDead .@nbc pushed me off the fence when they decided women don't matter anymore t… https://t.co/EN6gA0G8zX,-0.0191,95
200,Wed Aug 01 21:56:47 +0000 2018,1.0,0.0,CBS,0.0,"Remember when @CNN and other media outlets called on Pres. Obama to ""hurry up"" with releasing his birth certificate… https://t.co/gllUqPVMlo",0.0,96
201,Wed Aug 01 21:56:39 +0000 2018,0.814,0.0,CBS,0.186,"RT @S_for_Shadows: I saw them! Our busses, the proof of this fandom's passion, are driving across London!!
#SaveShadowhunters
#Shadowhunter…",0.5962,97
202,Wed Aug 01 21:56:13 +0000 2018,0.73,0.18,CBS,0.09,"RT @5Strat: Dear @AP @UPI @ABCNews @CBS @NBC @NewsHour and all other #FakeNews , How many pulitzers did you lose not being truthful? How ma…",-0.3777,98
203,Wed Aug 01 21:56:06 +0000 2018,1.0,0.0,CBS,0.0,@RealMuckmaker @POTUS @FoxNews @MSNBC @CNN @ABC @CBS @politico @maddow @chucktodd @joyannreid @SRUHLE @ALIVELSHI… https://t.co/gUVkHvNo8r,0.0,99
204,Wed Aug 01 21:55:58 +0000 2018,0.643,0.357,CBS,0.0,@Acosta @kazweida I feel sad that you have to endure those ignorant Trumpster’s anger. I think all the networks sho… https://t.co/EBbCyDiMro,-0.836,100
205,Wed Aug 01 21:55:38 +0000 2018,1.0,0.0,CBS,0.0,"RT @butleru: PROGRAMMING NOTE:

Watch @ButlerAlumni, @katiehannigan, tonight on @colbertlateshow!

🕰 11:35PM
📺 @CBS https://t.co/v1Fsto0fpj",0.0,101
206,Wed Aug 01 21:55:26 +0000 2018,1.0,0.0,CBS,0.0,@5Strat @SaRaAshcraft @AP @UPI @abcnews @CBS @nbc @NewsHour @POTUS None of them are placed there in the MSM to be t… https://t.co/pYZYqPjRwz,0.0,102
207,Wed Aug 01 21:55:06 +0000 2018,0.698,0.066,CBS,0.236,Timeless was cancelled after season one yet thanks to the fans it got a season two (I love the show also) so if Tim… https://t.co/yMRmV8BZnE,0.7269,103
208,Wed Aug 01 21:55:06 +0000 2018,0.814,0.0,CBS,0.186,"RT @S_for_Shadows: I saw them! Our busses, the proof of this fandom's passion, are driving across London!!
#SaveShadowhunters
#Shadowhunter…",0.5962,104
209,Wed Aug 01 21:54:34 +0000 2018,0.901,0.0,CBS,0.099,"#whyijoinedtwitter Because I am a Rizzoli &amp; Isles fan and joined to keep up to date with what was going on, only to… https://t.co/oSAsttyGRB",0.3182,105
210,Wed Aug 01 21:54:32 +0000 2018,0.882,0.0,CNN,0.118,"RT @KrisParonto: Whoops 😬..... ⁦@BarackObama⁩ #LiarInChief .... 
he got a little help though, ain’t that right ⁦@JohnBrennan⁩ ⁦@Comey⁩ &amp; #J…",0.3415,1
211,Wed Aug 01 21:54:31 +0000 2018,0.833,0.0,CNN,0.167,"""What is hand, foot and mouth disease, the condition that sidelined Mets' Noah Syndergaard?"" via @CNN… https://t.co/EEK3Jofrjk",0.4939,2
212,Wed Aug 01 21:54:31 +0000 2018,1.0,0.0,CNN,0.0,@dlpierce @Braveheart_USA @Acosta @CNN @MSNBC They said that exact same thing when the president was elected. Then… https://t.co/ojIzD7O4mX,0.0,3
213,Wed Aug 01 21:54:30 +0000 2018,0.806,0.0,CNN,0.194,"RT @sanBENdaHOE: @usNavyguy @ubilliards https://t.co/QINgH7fyYR is great as well...

its time to END
LEGACY MEDIA 
@NBCNews @CBSNews @abcne…",0.6249,4
214,Wed Aug 01 21:54:30 +0000 2018,1.0,0.0,CNN,0.0,@InchicagoJd @kirk_burkhardt @debbiedear_1 @DLasater_99362 @WabiSabi4Life @DCraelin @AndrewWadium @Victoryhilllive… https://t.co/oWBCH4j3w3,0.0,5
215,Wed Aug 01 21:54:30 +0000 2018,0.774,0.155,CNN,0.072,"@toddstarnes @CNN Yes, but Maxine Waters is an awful person. And anyone on the right who gets in someone’s face or… https://t.co/ic8X2RSEzv",-0.4854,6
216,Wed Aug 01 21:54:30 +0000 2018,0.694,0.0,CNN,0.306,Your website is hilarious @CNN!  Told a friend about this eSports post on your site.  When he asked me to share the… https://t.co/X8sjMIVJsl,0.8122,7
217,Wed Aug 01 21:54:29 +0000 2018,1.0,0.0,CNN,0.0,"@gsteck74 @DanCovfefe1 @JamesHouston59 @DrEtiquette @MaryNor61770123 @CNN AND, the jury is still out on that popula… https://t.co/TjWs3ln2t1",0.0,8
218,Wed Aug 01 21:54:28 +0000 2018,0.612,0.388,CNN,0.0,"@CNN @CNNOpinion What's this ""we"" bullshit? 
#YourBiasIsShowing",-0.5859,9
219,Wed Aug 01 21:54:26 +0000 2018,0.749,0.071,CNN,0.18,"RT @CNN: Dwayne ""The Rock"" Johnson surprised his cousin and longtime stunt double, Tanaoi Reed, with a gift that brought him to tears https…",0.4404,10
220,Wed Aug 01 21:54:25 +0000 2018,0.868,0.0,CNN,0.132,RT @KrisParonto: Only liberalists would use children to push their anti-gun  agendas while still supporting late term abortions and pedophi…,0.4404,11
221,Wed Aug 01 21:54:25 +0000 2018,0.882,0.0,CNN,0.118,"RT @KrisParonto: Whoops 😬..... ⁦@BarackObama⁩ #LiarInChief .... 
he got a little help though, ain’t that right ⁦@JohnBrennan⁩ ⁦@Comey⁩ &amp; #J…",0.3415,12
222,Wed Aug 01 21:54:23 +0000 2018,0.752,0.248,CNN,0.0,@DrEtiquette @SomethinOGnShiz @CNN They should be getting use to it by now. Trump deplorables are fighting fake new… https://t.co/oBAYYlPFLs,-0.6808,13
223,Wed Aug 01 21:54:23 +0000 2018,0.796,0.0,CNN,0.204,RT @patcondell: Trust @CNN to include a deliberate #FakeNews lie in the very first sentence. There is nothing remotely “far-right” about To…,0.5965,14
224,Wed Aug 01 21:54:21 +0000 2018,0.832,0.0,CNN,0.168,WHAT DOES IT MEAN FOR DEMOCRACY &amp; FAIR ELECTIONS?  ⁦@LeaderMcConnell⁩ @thehill @BBCWorld  @JudyWoodruff  @CNN @cnni… https://t.co/NQk5p7kZLd,0.4648,15
225,Wed Aug 01 21:54:20 +0000 2018,0.786,0.135,CNN,0.08,RT @nationdivided: Let me get this straight @CNN &amp; @MSNBC we have hundreds of thousands of illegal aliens flooding across our Southern Bord…,-0.3559,16
226,Wed Aug 01 21:54:20 +0000 2018,0.674,0.206,CNN,0.12,RT @CNN: Organizers of the 2018 African Senior Athletics Championships being held in Nigeria have come under fire over poor arrangements.…,-0.3182,17
227,Wed Aug 01 21:54:20 +0000 2018,0.896,0.104,CNN,0.0,"RT @SonofLiberty357: 🚨🚨🚨 Trump Gives $400,000 to Repair Military Cemeteries -- Liberal Media Ignores the Story 

@CNN
@MSNBC

https://t.co/…",-0.2732,18
228,Wed Aug 01 21:54:19 +0000 2018,0.868,0.0,CNN,0.132,RT @KrisParonto: Only liberalists would use children to push their anti-gun  agendas while still supporting late term abortions and pedophi…,0.4404,19
229,Wed Aug 01 21:54:19 +0000 2018,0.882,0.0,CNN,0.118,"RT @KrisParonto: Whoops 😬..... ⁦@BarackObama⁩ #LiarInChief .... 
he got a little help though, ain’t that right ⁦@JohnBrennan⁩ ⁦@Comey⁩ &amp; #J…",0.3415,20
